Passengerid,Age,Fare,Sex,sibsp,zero,zero.1,zero.2,zero.3,zero.4,zero.5,zero.6,Parch,zero.7,zero.8,zero.9,zero.10,zero.11,zero.12,zero.13,zero.14,Pclass,zero.15,zero.16,Embarked,zero.17,zero.18,2urvived
50,39,42,87,57,73,68,51,69,69,59,55,30,41,47,72,41,69,24,62,30,28,33,35,53,49,18,87
35,67,48,49,30,44,48,45,40,48,56,58,79,30,43,35,28,53,36,41,52,32,39,53,62,32,54,60
48,34,44,54,18,56,47,55,55,32,70,31,38,52,37,34,46,40,86,64,70,43,53,50,60,39,61,53
55,33,33,71,44,37,68,58,63,47,68,52,51,26,68,45,29,57,56,35,77,69,50,27,31,31,18,67
36,61,39,58,37,29,42,58,54,49,53,57,29,60,36,49,42,43,49,68,62,57,54,31,85,61,33,50
31,44,46,65,41,75,42,38,19,52,54,62,27,72,36,37,29,44,56,53,56,49,46,20,72,54,48,42
63,44,76,39,67,25,55,40,67,51,31,35,60,48,66,55,43,52,50,66,67,40,58,34,59,55,47,47
56,38,35,50,44,55,95,41,56,79,44,42,14,28,54,57,41,29,54,17,41,35,53,55,51,56,62,73
34,29,67,31,22,50,40,47,60,60,41,44,26,38,17,66,57,37,51,73,62,40,37,69,66,70,64,72
32,40,57,27,56,73,91,41,29,52,59,55,45,41,59,53,32,47,60,59,55,30,46,65,40,48,74,37
47,59,45,51,54,37,52,62,37,49,61,32,15,56,56,37,74,54,55,62,47,41,73,50,51,30,53,56
54,53,41,49,46,32,35,71,43,48,34,67,27,22,28,70,18,59,57,66,64,41,51,48,51,27,32,48
58,63,29,46,60,72,38,49,50,71,61,48,30,47,63,45,60,44,51,61,50,46,54,57,46,45,57,63
43,60,66,60,26,51,36,91,53,54,20,73,23,57,23,47,43,39,42,41,40,38,39,43,37,67,50,35
59,54,26,65,35,51,14,22,50,45,53,59,49,31,51,40,44,41,37,43,70,71,73,30,52,40,34,61
51,44,39,47,63,53,50,66,24,26,62,59,49,21,36,62,27,44,64,45,74,57,71,56,56,42,77,39
55,43,38,49,40,36,21,29,50,22,43,15,62,66,33,31,68,34,53,34,56,67,37,68,57,26,34,38
41,69,15,51,53,51,41,38,45,61,82,21,47,39,43,73,52,26,26,48,35,55,50,55,43,64,54,77
53,15,34,41,29,53,50,60,38,42,46,46,77,58,34,26,72,67,38,62,57,40,42,77,44,48,10,74
67,41,39,53,24,50,78,21,81,26,41,32,65,61,37,43,28,64,60,87,29,65,63,27,75,69,46,49
70,17,40,64,32,51,33,53,69,62,53,52,43,37,36,63,60,59,45,55,49,28,60,45,47,80,40,25
52,22,21,45,32,71,29,62,17,48,43,53,67,46,57,50,43,50,39,24,31,52,53,34,51,57,60,44
40,50,68,45,62,64,45,19,50,31,73,36,27,54,75,45,42,67,35,41,55,53,49,56,48,25,55,71
57,79,42,62,62,32,42,44,45,15,58,44,68,50,74,48,49,45,30,53,30,64,46,62,51,28,52,62
53,34,70,40,23,40,38,57,37,53,62,29,58,53,63,33,26,32,78,54,33,39,37,37,38,48,43,39
55,71,65,34,57,44,45,59,35,43,44,66,56,62,14,44,72,46,58,70,42,67,44,38,41,59,37,41
57,45,40,52,36,40,32,62,16,56,56,49,64,39,43,40,42,36,65,39,52,60,38,46,28,56,54,42
47,45,37,22,48,73,94,46,19,44,55,36,43,38,36,71,57,38,36,54,29,49,57,38,39,40,80,60
75,45,14,54,64,49,70,85,57,53,67,71,44,57,60,63,54,70,58,26,76,31,48,49,12,69,31,50
36,66,48,50,54,57,65,77,38,32,54,37,42,76,49,46,80,18,48,41,85,57,37,52,45,44,54,50
49,46,52,40,12,41,18,61,61,41,73,52,51,55,77,63,36,71,50,24,35,44,59,53,49,49,48,52
50,36,40,36,52,28,45,65,25,51,63,66,54,50,37,49,58,72,86,28,2,53,24,48,72,15,54,45
34,59,39,45,55,31,72,56,41,54,65,58,48,70,48,38,53,33,80,31,41,53,59,57,29,66,69,23
68,28,58,51,45,46,48,73,36,56,58,52,48,41,27,54,73,36,51,53,50,37,83,59,62,50,61,32
42,74,41,60,69,39,66,27,31,42,55,102,49,61,65,64,70,71,31,26,32,48,51,65,19,45,65,69
62,61,65,47,41,34,41,52,54,46,21,64,69,35,49,48,42,15,51,66,60,61,41,40,41,76,81,60
68,49,26,66,38,64,43,57,54,38,36,44,35,48,60,49,94,59,15,75,69,59,50,70,43,53,51,51
39,39,25,57,42,58,34,37,47,38,64,60,96,55,53,47,32,58,40,65,50,54,20,23,41,66,47,39
12,28,38,52,55,55,23,43,60,47,77,66,51,51,44,44,21,19,74,53,20,85,48,32,59,59,62,34
40,16,47,56,67,65,68,58,53,54,75,22,66,61,42,66,29,25,33,51,54,11,45,67,80,58,56,75
40,64,66,50,47,32,47,63,38,44,32,31,49,69,49,21,24,54,62,53,49,73,21,35,63,62,36,62
45,19,55,72,80,66,73,37,37,47,32,48,42,52,53,48,44,68,44,64,51,53,72,64,53,41,49,41
53,41,37,35,60,65,47,22,32,56,60,48,59,61,36,26,64,38,89,28,42,56,53,53,38,70,64,60
67,81,58,55,48,24,49,61,34,41,54,44,48,85,66,30,47,53,53,56,48,55,34,43,69,51,44,46
58,60,37,55,42,65,33,77,67,69,44,37,46,39,73,51,44,28,58,43,39,57,54,48,54,46,56,77
53,58,72,30,56,42,29,63,29,34,37,38,45,14,14,47,30,31,63,40,48,36,56,54,63,54,67,84
52,48,47,58,50,32,54,39,65,36,22,34,53,51,48,47,78,44,57,84,52,43,59,56,47,64,22,42
40,68,49,37,23,40,35,37,41,56,16,47,18,50,59,39,37,35,46,10,21,68,59,81,66,37,43,46
63,48,59,25,38,49,66,43,55,43,62,56,16,43,35,30,63,62,59,44,42,39,51,53,37,55,46,33
34,64,34,65,54,38,50,62,55,48,56,30,54,65,42,59,75,39,52,43,40,74,42,27,66,26,62,42
67,43,74,62,31,60,50,38,68,39,58,46,53,30,46,65,28,77,55,47,38,43,50,49,56,44,19,72
55,67,61,34,42,51,58,45,40,58,53,61,47,58,44,90,54,55,38,56,64,43,58,48,69,40,53,19
47,55,64,45,37,56,39,55,54,29,78,66,39,50,61,54,19,22,22,68,20,60,54,63,43,39,40,27
79,57,43,33,42,42,38,67,47,67,62,51,65,53,47,51,55,1,55,66,75,45,65,61,34,58,77,61
77,31,47,54,35,68,45,31,58,36,35,74,61,59,36,35,52,64,53,47,53,76,42,41,70,47,18,50
54,20,71,58,42,63,45,46,54,39,34,57,34,62,42,55,61,67,74,66,61,31,65,70,59,45,53,58
47,46,23,65,18,26,69,18,45,55,46,56,30,54,62,42,52,53,47,43,75,50,32,47,44,33,59,125
54,26,59,72,66,36,19,61,81,28,53,16,33,48,60,25,39,71,35,52,44,52,54,37,41,55,60,70
74,37,37,28,21,36,74,62,43,42,53,34,53,43,45,28,67,58,42,45,78,52,30,56,74,50,58,45
57,39,63,40,17,66,54,42,68,55,50,30,32,39,43,42,50,56,59,59,49,52,34,73,56,30,34,21
57,48,45,49,63,40,60,80,46,61,25,68,58,36,78,36,51,48,46,41,66,45,53,45,52,27,49,61
57,39,46,43,38,27,51,48,59,26,60,87,66,7,44,32,59,50,32,83,30,47,72,38,65,20,36,82
41,67,32,36,53,52,36,62,77,69,16,35,54,46,55,41,41,52,51,47,47,51,56,25,46,50,61,35
87,27,59,46,50,32,68,44,45,56,46,76,55,51,48,67,31,51,82,35,49,85,65,67,59,61,44,54
27,65,70,46,51,65,68,47,49,58,58,69,50,43,54,73,69,27,47,53,53,23,44,58,37,47,51,30
78,58,37,41,64,71,32,52,44,55,43,32,54,64,57,56,53,32,43,60,52,71,58,65,54,34,23,36
54,54,48,53,67,93,43,60,40,65,50,43,56,40,84,48,71,63,89,64,70,19,50,77,43,40,39,46
48,81,36,60,47,25,35,63,77,53,48,38,58,47,37,49,21,45,36,51,62,41,50,26,74,34,69,48
46,59,60,54,53,66,75,63,71,70,46,72,21,44,63,35,51,34,51,39,40,42,54,52,18,64,57,44
74,47,40,75,44,64,83,34,46,68,73,31,27,37,63,39,66,44,42,56,71,33,49,52,41,49,64,42
47,59,65,27,40,39,61,56,61,17,43,37,52,44,35,57,63,57,58,52,47,26,33,54,45,60,63,25
62,74,36,43,32,56,46,62,26,51,44,56,47,70,29,62,41,55,28,38,52,40,60,42,52,64,50,66
38,28,69,53,52,47,55,49,54,47,39,43,61,58,37,51,35,65,37,78,58,43,72,72,51,37,49,55
26,48,55,66,46,68,58,30,58,76,64,62,39,54,37,64,38,39,43,41,62,50,41,69,75,39,54,58
28,55,32,42,31,44,40,49,67,31,49,66,47,29,47,64,49,55,17,65,60,26,36,31,40,54,33,27
37,22,53,74,32,40,83,71,31,42,62,74,39,50,41,30,48,58,40,66,50,19,60,52,31,60,36,32
36,33,42,52,65,49,49,29,16,31,57,38,46,44,43,18,38,63,55,56,40,66,40,38,66,44,19,44
58,38,39,2,62,48,47,34,54,59,61,12,42,38,51,49,64,36,30,51,79,51,32,30,46,40,50,49
59,29,55,38,77,46,33,44,44,55,63,53,48,54,30,53,84,50,38,37,26,53,44,35,38,40,40,51
76,50,74,28,69,53,51,34,38,43,64,56,67,46,66,37,47,55,24,27,37,41,34,45,65,60,35,67
52,59,54,46,30,31,37,59,56,52,40,62,72,32,38,54,55,32,74,45,60,35,53,37,66,60,64,68
57,62,64,42,29,50,41,69,43,40,40,52,32,83,23,41,65,23,67,72,53,62,34,29,57,51,33,55
44,46,33,38,70,61,55,55,12,43,43,65,38,40,14,48,72,48,62,29,57,51,37,49,60,35,63,45
41,74,30,59,38,42,45,15,53,48,9,57,51,26,66,62,31,72,23,42,54,55,66,60,50,59,45,49
42,48,59,57,61,29,51,44,62,72,45,47,59,54,50,57,30,70,30,35,60,32,51,59,30,51,39,42
46,57,51,57,80,27,16,59,55,40,63,74,59,33,69,51,69,61,48,71,28,58,41,60,58,56,57,62
52,20,38,25,82,32,77,50,57,49,37,50,52,61,61,52,49,53,35,52,53,56,52,93,20,60,58,42
41,26,35,59,60,33,71,50,47,53,48,43,32,65,51,74,37,36,25,49,59,63,21,60,22,39,38,36
49,38,50,50,61,67,44,14,64,54,49,63,43,27,66,28,46,40,55,41,60,61,49,39,50,67,64,54
32,45,50,32,54,55,40,63,51,31,40,46,58,62,54,36,63,66,56,75,45,48,56,28,89,58,62,42
33,63,53,14,63,69,47,66,14,56,80,67,32,39,62,48,40,34,65,35,69,46,13,22,41,21,27,32
59,46,20,29,31,57,68,70,50,25,54,61,54,51,55,53,65,74,67,58,40,57,53,30,62,25,57,48
13,31,47,44,53,26,43,43,33,70,34,43,51,54,56,50,38,62,41,54,56,44,50,30,81,88,36,46
56,68,24,71,58,66,39,24,68,24,55,49,42,67,59,56,60,36,55,22,44,48,54,54,48,76,57,67
43,49,30,46,69,52,52,42,74,51,70,62,50,34,30,61,54,30,63,77,18,47,83,69,53,53,55,52
76,61,60,26,63,49,39,38,47,35,29,54,58,51,54,47,49,56,50,94,38,46,72,33,67,50,61,74
39,31,79,61,94,36,35,38,60,42,26,55,29,82,33,51,6,40,12,39,41,44,31,65,59,68,71,49
49,49,62,4,61,19,67,34,62,60,50,40,74,29,44,52,55,65,46,24,48,43,49,68,54,60,53,66
41,71,66,39,29,47,72,32,38,63,54,51,29,81,31,52,46,26,47,62,8,32,59,39,65,36,34,66
55,46,45,46,72,55,52,85,44,91,56,29,53,67,26,60,69,66,57,56,46,45,25,74,67,49,43,51
54,49,41,50,62,62,34,38,58,28,55,27,48,85,37,73,38,19,25,40,55,43,38,41,54,82,41,31
52,46,9,47,46,69,28,64,46,68,59,63,28,52,57,56,59,58,19,65,71,75,42,53,51,61,70,40
50,47,55,40,14,56,51,56,59,48,35,40,68,34,51,78,68,45,29,46,29,58,64,50,44,51,56,28
29,19,28,38,0,53,65,63,31,39,71,55,44,54,50,38,63,58,61,63,50,36,24,57,72,52,65,48
52,44,61,38,34,33,59,39,57,65,60,58,52,65,54,39,29,74,23,55,50,42,27,47,63,56,40,36
54,32,54,35,46,56,44,77,51,40,55,55,45,43,23,67,64,31,34,51,49,27,37,52,54,61,49,72
61,45,55,50,41,47,41,56,52,72,57,59,50,59,56,95,31,29,52,46,98,61,74,40,61,77,50,47
67,59,42,37,42,34,31,49,64,54,41,58,53,51,15,39,52,48,43,44,53,42,67,48,23,79,99,34
53,41,61,87,63,26,33,86,30,35,33,58,65,52,50,39,61,25,54,29,59,53,62,44,31,51,48,67
54,81,20,28,32,55,30,48,64,29,61,56,29,48,27,59,69,33,13,20,45,28,51,52,62,52,29,49
58,9,38,75,38,26,58,70,70,55,31,50,20,60,54,49,70,65,51,58,57,32,54,42,42,49,62,59
47,59,55,63,48,41,42,33,23,27,64,41,28,43,49,56,53,40,57,65,22,58,52,57,52,50,61,61
58,27,48,29,57,46,73,48,2,39,50,52,50,55,48,30,18,70,51,59,55,32,53,59,52,48,49,21
42,48,27,45,40,64,63,27,51,43,30,17,13,54,49,65,33,25,47,38,37,56,43,49,57,17,27,48
43,67,36,60,53,78,61,39,70,61,75,57,33,67,27,40,47,58,49,53,40,66,47,42,35,63,50,37
29,45,25,78,78,29,48,0,60,-4,56,48,47,69,57,54,58,27,51,40,61,51,57,33,41,15,66,46
43,70,74,65,54,51,35,29,84,62,56,32,61,49,34,50,28,35,-2,78,66,53,68,47,45,70,52,56
35,44,41,45,26,34,18,61,42,81,36,47,45,44,61,55,41,64,18,45,38,71,59,30,44,52,23,54
71,51,53,68,12,35,47,30,46,52,61,48,61,68,44,59,70,55,47,47,58,9,51,35,71,51,40,28
35,33,38,27,32,75,51,52,59,55,33,16,67,36,51,73,20,50,44,40,62,31,51,61,56,57,35,46
45,68,45,40,74,39,50,20,51,17,47,40,57,27,29,48,64,48,45,54,52,47,85,54,77,47,93,39
43,59,79,33,42,50,53,49,53,60,49,62,45,54,46,52,35,49,25,55,67,38,56,46,36,58,28,39
45,69,75,62,51,45,37,28,59,17,47,65,47,50,21,88,42,14,47,50,49,56,46,57,42,28,57,63
42,53,45,41,56,52,32,45,55,48,58,51,47,47,73,45,55,56,46,40,63,75,45,55,69,73,36,34
23,68,48,20,64,36,40,64,29,71,43,55,50,54,35,64,68,61,36,68,58,50,50,28,51,69,22,78
53,47,50,61,70,71,20,56,60,22,64,48,66,35,47,40,32,26,38,76,39,57,39,59,64,48,0,48
47,45,40,66,48,32,38,36,43,33,42,37,32,61,48,32,31,48,69,56,73,44,54,45,71,41,44,44
24,39,44,17,25,52,66,58,45,40,50,51,45,66,44,49,46,33,67,43,78,59,71,26,68,31,46,70
44,62,48,74,48,55,66,40,63,54,71,68,42,61,49,36,34,75,33,24,26,30,54,32,56,53,44,52
63,50,53,70,63,66,47,57,51,72,86,56,57,64,28,48,48,55,77,61,38,65,58,63,67,50,44,53
29,48,45,71,52,53,47,48,60,64,58,45,49,58,51,62,50,47,58,69,35,40,62,47,36,80,51,63
57,50,23,56,35,10,60,9,26,44,41,57,42,40,40,39,66,57,54,17,64,74,26,15,57,56,33,49
25,49,39,47,44,64,43,58,47,60,58,36,75,38,64,41,40,54,47,15,96,56,28,63,20,68,42,36
76,55,66,61,37,48,54,37,55,64,43,30,56,55,41,79,22,38,49,22,43,58,80,68,38,48,45,37
15,27,34,75,54,38,55,46,41,69,50,62,56,61,56,57,43,50,39,58,52,40,44,28,39,41,66,46
42,49,59,63,71,58,44,66,36,63,62,55,48,64,60,56,58,41,61,46,53,47,28,50,54,26,61,70
53,36,36,61,49,58,65,82,47,68,48,46,60,63,35,25,24,32,21,31,41,79,30,70,48,39,30,41
64,69,66,64,40,51,71,53,29,56,73,23,51,44,32,44,47,39,41,48,46,49,52,55,51,55,45,61
72,63,57,47,21,56,25,55,64,45,33,48,41,33,22,58,41,49,56,78,34,49,66,24,52,50,56,52
35,41,53,41,52,46,47,33,12,35,68,55,68,55,29,60,74,55,48,32,63,63,60,48,69,61,38,59
44,57,41,53,66,35,44,45,29,31,52,47,47,72,55,57,18,43,49,69,50,61,44,70,73,60,34,42
33,37,59,63,65,34,55,41,52,45,40,71,55,40,32,52,48,42,45,76,51,20,48,87,47,66,71,49
39,24,76,72,52,59,38,44,78,42,30,51,58,68,47,46,61,59,78,44,66,80,48,44,39,58,39,48
49,59,65,51,41,57,75,44,25,37,30,76,61,37,50,44,29,65,59,36,14,42,36,75,56,52,44,72
41,31,27,64,43,34,84,65,35,58,83,53,48,61,47,41,48,36,61,77,56,41,36,50,37,39,60,59
43,19,26,36,53,54,51,36,32,28,46,44,66,51,61,48,74,49,47,36,50,54,33,38,45,58,62,37
24,65,48,61,28,51,53,31,58,60,46,38,68,45,53,35,50,53,51,38,48,62,35,80,54,28,56,48
46,81,56,42,49,98,28,68,50,43,37,40,31,75,61,39,39,55,45,44,43,63,48,44,40,42,46,65
33,51,55,64,69,29,29,38,56,65,61,36,29,54,70,48,29,63,60,46,32,29,58,50,22,17,32,64
30,50,43,39,59,53,40,36,47,64,33,37,53,51,60,37,66,42,31,37,49,58,76,18,63,54,57,77
74,92,54,42,45,50,35,57,50,38,36,48,66,61,43,59,42,34,52,53,36,52,63,41,62,72,44,37
44,50,61,37,46,14,43,46,35,45,66,36,71,43,45,57,33,58,40,56,56,57,43,10,35,63,74,20
43,44,50,27,34,75,43,40,61,49,34,88,40,30,57,49,72,63,54,56,49,50,88,53,16,43,35,33
46,57,57,33,53,51,33,28,39,67,47,69,55,27,44,43,52,45,39,51,56,60,52,68,50,52,50,59
50,20,68,56,37,43,36,61,41,30,70,44,24,56,28,37,-3,57,34,37,58,88,49,64,41,39,40,52
55,40,47,50,68,6,33,73,74,28,33,42,66,35,43,73,33,54,38,38,34,45,53,55,65,39,73,46
77,31,32,59,25,71,34,60,44,50,78,55,41,72,73,59,30,56,83,47,58,53,50,57,51,68,28,54
46,48,28,66,65,64,21,31,87,63,41,26,50,35,77,47,43,60,80,38,78,69,68,69,73,60,60,20
34,47,52,63,44,53,41,60,39,67,61,58,63,25,54,19,48,30,48,45,40,46,38,52,41,52,54,48
37,26,55,82,66,44,39,47,59,47,34,33,50,53,56,58,65,61,53,30,67,50,68,27,47,36,43,66
50,77,60,16,47,28,35,37,34,31,54,57,73,46,36,33,51,54,17,29,40,42,41,30,58,57,32,7
71,54,54,31,31,52,77,46,17,42,58,52,44,46,42,69,49,46,20,16,54,40,85,49,43,55,39,47
40,81,43,48,50,54,69,80,51,55,59,70,64,80,40,56,42,47,57,60,58,41,55,78,39,48,4,44
16,14,44,37,28,52,41,56,38,61,79,49,54,38,40,47,66,34,56,43,44,46,65,38,66,51,63,48
45,56,27,33,25,56,56,72,45,30,79,36,19,50,70,43,58,55,60,54,51,67,43,65,51,35,57,55
79,66,74,59,41,65,99,58,40,28,38,61,65,43,71,54,33,60,53,45,60,44,36,46,59,31,33,57
31,47,45,32,50,44,31,44,52,33,69,59,69,71,44,45,35,69,37,59,43,36,61,32,18,23,40,53
54,58,45,31,68,28,48,56,58,60,45,51,41,57,42,48,67,28,81,62,42,49,83,23,44,52,67,57
53,53,72,83,57,18,51,42,67,70,63,57,45,36,27,72,40,61,79,54,68,56,56,62,42,37,52,49
60,74,66,67,45,63,35,34,41,56,25,45,66,58,43,62,34,42,67,51,54,30,52,60,77,54,49,51
46,91,62,73,68,66,53,45,37,39,38,50,41,42,46,42,35,51,47,56,30,77,29,52,66,30,59,63
53,65,39,49,53,54,44,52,27,40,58,40,68,51,47,12,56,45,78,43,87,55,36,46,45,29,37,41
20,31,34,40,57,43,44,61,50,59,15,51,45,36,60,51,59,30,67,70,72,44,42,33,46,48,55,43
44,53,64,49,43,28,70,57,52,49,46,72,51,76,58,34,68,56,53,59,50,44,32,60,51,55,90,63
44,60,33,64,72,36,44,48,60,30,59,42,37,37,54,48,54,67,53,69,72,26,49,96,44,45,62,56
46,30,37,76,54,50,58,41,43,56,50,49,34,67,41,49,58,57,53,32,29,62,63,47,48,38,38,23
42,79,39,29,53,68,55,56,51,37,53,29,59,30,67,37,61,51,49,42,34,73,65,44,58,36,33,83
35,52,54,66,48,77,43,46,55,44,27,15,32,56,32,47,51,60,64,52,38,18,60,44,36,59,37,57
27,43,50,76,23,45,64,9,42,28,50,18,56,66,41,72,54,65,62,63,40,55,57,26,53,52,27,50
22,33,40,68,58,56,20,76,65,60,46,49,63,41,33,17,56,77,51,41,20,46,51,57,42,68,29,50
62,44,36,32,44,53,50,27,49,53,9,38,42,28,34,52,48,52,49,51,58,49,37,47,53,47,63,49
54,69,88,51,38,50,61,32,55,62,52,43,44,34,46,45,62,17,46,50,57,70,57,81,49,33,70,51
59,46,56,53,38,70,46,40,70,69,23,67,40,56,46,22,69,78,51,43,50,52,42,38,66,43,61,54
36,31,61,41,48,36,59,25,38,25,48,65,39,60,62,57,1,29,50,67,52,37,72,31,35,28,40,34
36,46,74,40,44,54,24,39,40,58,31,30,47,70,64,31,50,43,55,16,53,58,47,36,55,41,49,39
40,46,45,56,57,42,58,69,52,40,54,50,105,58,40,47,38,35,37,59,61,39,59,56,47,99,68,47
79,59,46,42,58,65,44,40,36,43,34,36,40,38,50,58,54,50,57,33,78,47,47,40,54,53,37,31
31,77,35,19,41,36,26,47,62,57,22,48,56,50,62,51,33,46,58,38,47,39,20,37,77,52,73,64
53,48,47,25,41,39,38,20,51,65,46,57,71,40,20,48,49,27,50,81,93,35,26,64,34,58,25,49
56,56,73,70,45,53,56,48,41,44,46,60,56,31,85,56,30,59,59,41,40,80,62,52,41,44,50,14
22,43,27,57,60,32,38,33,52,50,57,46,54,33,19,53,57,43,1,20,63,45,49,18,20,39,66,60
31,33,74,26,70,51,36,56,45,56,40,37,63,19,34,93,64,69,73,13,49,77,77,46,26,25,52,55
67,43,48,52,78,68,40,43,39,36,36,57,46,63,53,79,50,56,57,32,44,47,56,55,39,78,50,10
80,59,29,49,58,57,60,46,58,48,64,33,32,38,39,40,52,48,69,40,72,53,38,47,62,56,77,46
42,62,50,26,36,63,38,77,61,59,50,61,47,35,23,47,48,49,62,69,65,55,39,27,69,57,38,49
43,61,74,26,62,44,26,51,58,45,22,54,51,47,45,62,46,41,44,66,26,23,39,47,40,58,72,35
65,26,36,52,45,59,54,12,19,44,65,38,52,44,72,65,54,56,60,44,56,56,60,59,28,48,61,61
78,54,16,47,4,53,60,13,29,78,58,28,69,44,56,60,58,46,70,58,39,81,56,33,38,34,29,61
63,68,76,39,48,38,41,46,32,83,49,52,82,43,38,76,44,62,42,46,35,57,67,37,67,41,65,45
19,49,61,46,50,60,41,65,40,47,63,29,29,33,53,46,38,49,27,56,69,74,68,53,46,41,48,72
63,79,54,40,21,70,28,55,53,72,75,52,28,51,28,34,44,43,28,51,43,65,34,67,52,51,23,41
43,36,62,71,41,33,64,57,50,24,33,61,50,68,53,37,32,52,62,14,70,50,63,28,39,27,24,61
31,61,30,53,53,36,46,65,40,40,51,49,44,38,71,42,54,49,50,37,35,47,47,48,46,61,40,39
21,65,38,47,53,30,47,55,24,14,49,52,69,57,25,52,41,59,44,41,35,50,26,73,65,30,43,67
14,65,62,49,69,51,70,26,51,31,31,34,34,77,52,52,79,52,37,26,56,32,71,45,61,32,65,63
35,43,47,54,86,43,40,33,56,63,39,69,34,63,66,49,45,50,71,69,48,81,43,49,51,58,52,60
51,41,60,34,50,59,66,73,43,28,59,58,44,52,45,43,68,43,50,66,53,49,34,59,47,58,64,44
26,64,60,52,47,42,83,83,62,41,62,57,54,35,42,57,74,33,52,56,43,43,38,41,60,30,48,27
42,52,47,57,73,49,67,55,37,46,49,59,24,56,38,36,42,68,41,65,39,61,54,38,54,57,64,59
55,37,54,41,33,44,65,55,35,51,36,48,68,49,27,49,34,69,49,53,48,55,32,43,36,58,64,55
43,45,23,28,40,19,50,34,58,37,29,61,59,59,68,32,47,64,30,63,35,27,54,38,63,33,20,81
19,48,41,51,45,45,49,50,36,19,30,54,45,50,39,45,76,38,44,60,60,16,80,82,56,53,59,68
43,49,75,27,39,64,39,48,59,53,49,60,53,53,59,40,29,43,41,71,70,41,79,59,26,67,35,36
53,36,66,19,72,37,32,64,59,71,40,44,61,20,59,32,53,33,14,78,51,63,68,66,42,34,52,65
56,57,48,46,40,50,51,46,55,51,45,33,50,49,53,42,61,72,60,47,41,74,55,68,49,48,29,60
61,45,53,39,40,64,41,41,48,46,57,40,45,38,38,54,35,35,55,40,47,85,55,46,61,60,31,60
23,60,77,55,52,70,66,33,41,44,37,73,27,44,47,41,55,68,37,53,53,35,49,52,50,49,52,48
48,54,46,59,28,70,26,49,66,55,62,44,59,55,62,32,72,60,68,38,43,48,31,50,51,71,59,50
46,85,61,65,58,54,3,43,55,30,53,35,59,86,64,50,48,62,27,54,55,76,73,40,64,48,43,29
26,43,45,42,73,36,58,66,41,47,44,69,27,50,54,46,58,11,26,37,24,51,39,40,38,29,48,44
54,59,58,46,57,24,45,39,36,42,48,62,50,54,59,8,37,33,53,72,62,66,92,67,59,35,59,39
77,59,32,43,56,54,61,81,48,52,54,44,92,53,44,39,28,53,43,69,67,59,39,87,33,34,72,38
66,46,35,51,16,51,31,27,34,49,62,48,41,40,59,47,53,56,54,49,67,34,23,62,56,33,25,55
59,61,59,45,53,79,46,6,58,58,63,65,38,46,76,43,18,74,57,60,39,53,64,79,62,58,45,47
35,47,51,11,72,37,61,49,72,49,59,75,56,46,50,37,63,53,66,17,40,40,67,47,53,64,58,47
47,53,63,59,70,51,40,69,60,61,33,31,74,61,53,88,34,47,61,16,46,73,42,26,47,28,59,45
47,37,21,52,47,73,61,29,43,36,51,39,42,34,66,46,62,57,39,40,56,54,61,31,49,73,30,57
63,33,54,56,53,44,56,31,55,49,28,60,51,65,65,43,19,33,75,39,45,20,39,32,55,48,51,71
67,55,57,44,26,45,34,61,51,62,91,31,55,44,58,60,51,63,53,77,43,49,35,32,55,22,57,51
27,67,48,74,28,52,64,58,34,52,52,47,71,44,51,62,54,47,63,46,59,75,36,60,35,40,40,25
33,39,37,41,52,17,34,54,38,29,45,62,29,59,52,51,42,37,39,23,38,54,47,63,32,50,57,83
51,57,36,38,55,45,31,48,41,20,67,47,42,30,86,38,70,44,56,68,48,51,61,53,39,46,69,78
71,49,79,68,56,41,48,51,63,71,80,30,33,48,53,52,45,34,42,68,61,44,57,56,57,49,52,68
48,82,41,62,29,53,39,26,45,62,67,60,56,40,72,57,50,40,50,41,44,47,42,56,57,19,38,34
58,46,69,57,66,47,73,53,56,45,41,41,41,49,39,58,41,56,59,70,62,43,42,34,67,59,57,75
86,56,58,61,71,13,43,52,49,28,47,44,31,73,31,74,34,79,57,46,37,40,46,78,19,60,44,47
54,51,19,11,55,40,45,64,56,40,60,44,58,50,53,30,54,34,64,64,48,59,70,34,25,31,66,48
70,55,63,31,62,42,71,59,57,68,54,51,53,59,25,24,54,57,44,74,34,14,32,37,47,82,58,76
64,34,71,40,52,38,46,41,48,39,32,71,62,38,30,58,52,19,29,65,59,69,80,46,43,75,38,49
53,47,75,56,47,61,59,71,39,62,66,65,61,55,60,56,74,51,58,44,42,30,49,24,56,49,49,61
38,66,36,59,67,61,38,48,38,61,49,65,67,31,50,55,29,37,44,59,57,41,62,18,41,38,45,31
10,53,31,50,45,52,27,51,63,65,30,17,49,50,42,69,56,66,59,55,42,69,48,63,60,35,59,57
32,38,57,42,40,47,56,66,71,42,61,63,56,22,55,29,63,40,36,55,53,58,57,29,32,28,51,17
58,44,42,36,35,62,52,57,67,47,74,48,62,66,58,60,53,59,58,42,42,63,45,30,50,74,53,52
77,43,56,50,51,37,60,40,52,65,38,29,25,44,54,39,50,52,7,46,63,59,45,46,39,61,39,58
86,56,66,52,23,31,31,70,57,31,59,45,35,53,42,47,46,41,45,53,22,46,37,43,40,27,56,51
33,26,55,41,51,52,55,59,74,26,86,37,63,60,40,43,56,50,60,65,53,45,72,47,66,40,42,37
